pic_name,scene_type,object_name,relationship_horizontal,relationship_vertical,relationship_distance,color,orientation,location,brightness,shape,texture,material
scene_hard_3_6,Room with bookshelf,Books B,Middle,Up,Far,Varied,Horizontal,On top shelf of the bookshelf,Dark,Rectangular,Smooth,Paper
scene_hard_3_6,Room with bookshelf,Bookshelf A,Middle,Center,Far,Brown,Upright,Against the wall,Dark,Rectangular,Smooth,Wood
scene_hard_3_6,Room with bookshelf,Phone E,Middle,Center,Far,Black,Horizontal,On middle shelf of the bookshelf,Dark,Rectangular,Smooth,Plastic/Metal
scene_hard_3_6,Room with bookshelf,Stack of Papers D,Middle,Down,Far,White,Horizontal,On bottom shelf of the bookshelf,Dark,Rectangular,Smooth,Paper
scene_medium_1_1,study room,Book A,right,down,mid-range,blue,back-facing,on the desk,dim,rectangular,smooth,paper and cardboard
scene_medium_1_1,study room,Cassette A,middle,center,mid-range,various,back-facing,on the shelf,dim,rectangular,smooth,plastic
scene_medium_1_1,study room,Cassette B,middle,center,mid-range,various,back-facing,on the shelf,dim,rectangular,smooth,plastic
scene_medium_1_1,study room,Cassette C,center,down,mid-range,black,back-facing,on the desk,dim,rectangular,smooth,plastic
scene_medium_1_1,study room,Desk A,center,down,mid-range,brown,horizontal,on the desk,dim,rectangular,wooden,wood
scene_medium_1_1,study room,Globe A,left,down,mid-range,multicolored,back-facing,on the desk,dim,spherical,smooth,plastic
scene_medium_1_1,study room,Newspaper A,center,down,mid-range,gray,back-facing,on the desk,dim,rectangular,smooth,paper
scene_medium_1_1,study room,Shelf A,center,center,mid-range,brown,back-facing,center of the scene,dim,rectangular,wooden,wood
scene_medium_1_1,study room,Wall Lamp A,left,up,mid-range,brown,left-facing,left wall,dim,rectangular,smooth,metal and fabric
scene_medium_1_11,Office,Book A,Center,Center,Mid-range,White,Flat,On the table,Dim,Rectangular,Smooth,Paper
scene_medium_1_11,Office,Book B,Right,Center,Mid-range,Blue,Flat,On the table,Dim,Rectangular,Smooth,Paper or cardboard
scene_medium_1_11,Office,Globe A,Left,Center,Mid-range,Multicolored (blue and green),Stationary on its axis,On the table,Dim,Spherical,Smooth,Plastic
scene_medium_1_11,Office,Light A,Left,Up,Far,Brown,Facing outward,Attached to the wall above the table,Dim,Conical,Smooth,Metal and fabric
scene_medium_1_11,Office,Shelf A,Left,Center,Mid-range,Brown,Upright,Near the center left of the table,Dim,Rectangular,Smooth,Wood
scene_medium_1_11,Office,Tape A,Center,Center,Mid-range,Gray,Flat,On the table,Dim,Rectangular,Smooth,Plastic or paper
scene_medium_1_11,Office,Tape B,Left,Up,Far,Dark Gray,Horizontal,On the top shelf,Dim,Rectangular,Smooth,Plastic
scene_medium_1_11,Office,Tape C,Center,Up,Far,Dark Gray,Horizontal,On the top shelf,Dim,Rectangular,Smooth,Plastic
scene_medium_1_6,Study Room,Book A,right,center,near,blue,horizontal,right on the table,dim,rectangular,smooth,paper or cardboard
scene_medium_1_6,Study Room,Bookshelf A,middle,center,mid-range,brown,vertical,center on the shelf,dim,rectangular,smooth,wood
scene_medium_1_6,Study Room,Cassette A,middle,center,near,black and yellow,horizontal,middle on the table,dim,rectangular,smooth,plastic or metal
scene_medium_1_6,Study Room,Drawer A,right,down,mid-range,brown,horizontal,far right on the shelf,dim,rectangular,smooth,wood
scene_medium_1_6,Study Room,Globe A,left,center,near,multicolored,spherical,left on the table,dim,spherical,smooth,paper or plastic
scene_medium_1_6,Study Room,Lamp A,left,up,mid-range,yellow,upwards,left on the shelf,dim,cylindrical,smooth,fabric or metal
scene_medium_1_6,Study Room,Notebook A,middle,center,near,gray,horizontal,middle on the table,dim,rectangular,smooth,paper
scene_medium_2_1,kitchen,Coffee Cup A,left,center,mid-range,blue,upright,on the counter,dark,cylindrical,smooth,plastic
scene_medium_2_1,kitchen,Coffee Cup B,center,center,mid-range,blue,upright,on the counter,dark,cylindrical,smooth,plastic
scene_medium_2_1,kitchen,Dishwasher,left,down,mid-range,silver,vertical,below the counter,moderate,rectangular,smooth,metal
scene_medium_2_1,kitchen,Mug,right,center,mid-range,blue,upright,on the counter,dark,cuboid with a handle,smooth,plastic
scene_medium_2_1,kitchen,Sink,right,center,mid-range,grey,horizontal,on the counter,moderate,rectangular,smooth,metal
scene_medium_2_1,kitchen,Wall Decoration,right,center,mid-range,grey,horizontal,above the counter,dark,octagonal,smooth,metal
scene_medium_2_11,kitchen,Cup A,left,center,near,blue,upright,left on the countertop,dim,cylindrical with a handle,smooth,ceramic or plastic
scene_medium_2_11,kitchen,Cup B,middle,center,near,blue and white,upright,middle on the countertop,dim,tapered cylindrical,smooth,paper or plastic
scene_medium_2_11,kitchen,Cup C,right,center,near,blue and white,upright,right on the countertop,dim,tapered cylindrical,smooth,paper or plastic
scene_medium_2_11,kitchen,Dishwasher E,left,center,near,grey,horizontal,below the countertop,dim,rectangular,smooth,metal or plastic
scene_medium_2_11,kitchen,Faucet D,right,center,near,grey,upright,on the countertop above the dishwasher,dim,rectangular with a spout,smooth,metal or plastic
scene_medium_2_11,kitchen,Sink F,right,center,near,grey,horizontal,right on the countertop,dim,rectangular,smooth,metal or plastic
scene_medium_2_11,kitchen,Wall Decor G,right,center,far,grey with red,upright,above the sink,dim,octagonal,smooth,unknown
scene_medium_2_6,kitchen,Cup A,left,up,far,blue and white,upright,on the counter,dark,cylindrical,smooth,plastic
scene_medium_2_6,kitchen,Cup B,center,up,far,blue and white,upright,on the counter,dark,cylindrical,smooth,plastic
scene_medium_2_6,kitchen,Cup C,right,up,far,blue and white,upright,on the counter,dark,cylindrical,smooth,plastic
scene_medium_2_6,kitchen,Dishwasher,center,down,far,gray,upright,below the counter,dark,rectangular,smooth,metal
scene_medium_2_6,kitchen,Faucet,right,up,far,white and gray,downward,on the counter,dark,curved,smooth,metal
scene_medium_2_6,kitchen,Sink,right,up,far,white,embedded,next to the faucet,dark,rectangular,smooth,ceramic
scene_medium_3_1,nursery,Chair A,right,up,far,brown,upright,right,dim,rectangular,smooth,wood
scene_medium_3_1,nursery,Chair B,right,up,far,brown,upright,right,dim,rectangular,smooth,wood
scene_medium_3_1,nursery,Crib A,left,up,far,light wood,upright,left,dim,rectangular,smooth,wood
scene_medium_3_1,nursery,Crib B,middle,up,far,light wood,upright,left,dim,rectangular,smooth,wood
scene_medium_3_1,nursery,Rocking Horse,middle,center,mid-range,brown and black,lying flat,center,dim,horse-shaped,smooth,wood
scene_medium_3_1,nursery,Wall Lamp,middle,up,far,beige,fixed to wall,center,dim,round,smooth,metal and fabric
scene_medium_3_11,nursery,Chair A,right,up,far,brown and blue,facing forward,right side of the scene,dim,rectangular,smooth,wood
scene_medium_3_11,nursery,Crib A,left,up,far,brown,facing forward,left side of the scene,dim,rectangular,smooth,wood
scene_medium_3_11,nursery,Crib B,middle,up,far,brown,facing forward,center-left of the scene,dim,rectangular,smooth,wood
scene_medium_3_11,nursery,Rocking Horse,middle,center,mid-range,white and pink,facing left,center of the room,dark,horse-shaped,smooth,wood
scene_medium_3_11,nursery,Table,right,up,far,brown,facing forward,right side of the scene under the window,low,rectangular,smooth,wood
scene_medium_3_11,nursery,Wall Lamp,middle,up,far,beige,attached to wall,wall area,medium,cylindrical,smooth,unknown
scene_medium_3_11,nursery,Window,middle,up,far,dark,on the wall,center-right of the scene,low,rectangular,smooth,glass
scene_medium_3_6,children's bedroom,Bed A,left,up,far,brown,facing viewer,left-middle,dark,rectangular,smooth,wood
scene_medium_3_6,children's bedroom,Bed B,left,up,far,brown,parallel to Bed A,left-middle,dark,rectangular,smooth,wood
scene_medium_3_6,children's bedroom,Chair,right,up,far,brown,facing viewer,center-right,dark,rectangular,smooth,wood
scene_medium_3_6,children's bedroom,Curtains,right,up,far,blue,covering window,center-right,dark,rectangular,smooth,fabric
scene_medium_3_6,children's bedroom,Rocking Horse,center,center,mid-range,white,facing right,center-bottom,dim,horse-like,smooth,wood
scene_medium_3_6,children's bedroom,Wall Light,center,up,far,beige,attached to wall,middle-top,dim,rectangular,smooth,metal and glass
scene_medium_3_6,children's bedroom,Window,right,up,far,blue,attached to wall,center-right,dark,rectangular,smooth,wood
